"combineID"	"logFC"	"P.Value"	"adj.P.Val"	"Gene.symbol"	"GSE41258"	"GSE14297"	"GSE35834"
"gene_15848"	-0.055058725028985	0.490011994999078	0.760634571865783	"SF3A1"	"216457_s_at"	2140364	"10291_at"
"gene_18138"	-0.0847386281543032	0.490026138943828	0.760634571865783	"TM9SF1"	"209150_s_at"	3840491	"10548_at"
"gene_11370"	0.131274259663611	0.490344998084735	0.760967763472558	"NOS3"	"205581_s_at"	6270717	"4846_at"
"gene_8250"	-0.113819603970263	0.4903618539247	0.760967763472558	"IL27RA"	"217702_at"	2640156	"9466_at"
"gene_13678"	-0.0493321281788309	0.490392459851436	0.760967763472558	"PRKD2"	"38269_at"	1400598	"25865_at"
"gene_18251"	-0.0770677990738831	0.49073739641615	0.761259221326374	"TMEM97"	"212282_at"	2490364	"27346_at"
"gene_12774"	-0.090924185892641	0.490805754463843	0.761259221326374	"PHC3"	"215521_at"	2480167	"80012_at"
"gene_17512"	-0.125638088843681	0.490818470641068	0.761259221326374	"SYNJ2"	"216180_s_at"	5900592	"8871_at"
"gene_9271"	0.117953055887994	0.49082595606474	0.761259221326374	"LEPR"	"211354_s_at"	5870682	"54741_at"
"gene_12886"	0.0646335632915979	0.490893319795127	0.761259221326374	"PIGO"	"209998_at"	7330164	"84720_at"
"gene_14349"	-0.0628605109269646	0.490907398672242	0.761259221326374	"RABGAP1"	"213313_at"	5910110	"23637_at"
"gene_18685"	-0.0724652996980286	0.490934311813388	0.761259221326374	"TROVE2"	"213027_at"	5810093	"6738_at"
"gene_8282"	0.118221671429041	0.491235531764799	0.761647839320535	"IL6ST"	"212196_at"	1190497	"3572_at"
"gene_3568"	0.0574394317496535	0.491415360414902	0.761669458116785	"CNNM3"	"220739_s_at"	4040379	"26505_at"
"gene_9205"	-0.0443366568639666	0.491423222891695	0.761669458116785	"LCMT1"	"221515_s_at"	1850554	"51451_at"
"gene_16603"	0.0692410779957203	0.491574937392246	0.761669458116785	"SMOX"	"210357_s_at"	1340465	"54498_at"
"gene_17101"	-0.060460692048707	0.49159938684398	0.761669458116785	"SRRM1"	"201225_s_at"	290707	"10250_at"
"gene_4577"	0.0988736664064558	0.491641796702075	0.761669458116785	"DHCR24"	"200862_at"	1260128	"1718_at"
"gene_16890"	-0.0633957919138699	0.491690400454385	0.761669458116785	"SP4"	"206663_at"	4220564	"6671_at"
"gene_849"	0.105588614708175	0.491718191835415	0.761669458116785	"AMOT"	"209521_s_at"	3930544	"154796_at"
"gene_11369"	0.0553751994719151	0.491728047970019	0.761669458116785	"NOS1AP"	"215153_at"	2750047	"9722_at"
"gene_8615"	-0.0407464591530219	0.491737849722782	0.761669458116785	"JTB"	"200048_s_at"	4560138	"10899_at"
"gene_11086"	-0.0633653472845213	0.49175550053009	0.761669458116785	"NEK1"	"216213_at"	240347	"4750_at"
"gene_2345"	0.178305239790425	0.491855623337718	0.761746151093665	"CALCB"	"214636_at"	2900138	"797_at"
"gene_10969"	0.110271124549049	0.49215383308313	0.762129577733258	"NCOR2"	"215205_x_at"	6860014	"9612_at"
"gene_11926"	0.105235192842391	0.492367922013298	0.762382672785121	"OVOL1"	"206604_at"	1500669	"5017_at"
"gene_4083"	-0.120105666020335	0.492424536829286	0.762391907874348	"CTBP2"	"215377_at"	870010	"1488_at"
"gene_19370"	0.0894519339945647	0.492544585761846	0.762401553847572	"VPS13C"	"220517_at"	5890136	"54832_at"
"gene_14756"	-0.087269019746827	0.492601907802563	0.762401553847572	"RFX3"	"207234_at"	830129	"5991_at"
"gene_4337"	-0.0782122290665866	0.492664596215592	0.762401553847572	"DAAM1"	"216060_s_at"	3460019	"23002_at"
"gene_11012"	0.0559721179826374	0.492673789082431	0.762401553847572	"NDUFB2"	"218201_at"	1300056	"4708_at"
"gene_283"	-0.0387607107834725	0.492704539124127	0.762401553847572	"ACTB"	"213867_x_at"	130424	"60_at"
"gene_1131"	0.0734362809046998	0.492734674184771	0.762401553847572	"APOL2"	"221013_s_at"	5870376	"23780_at"
"gene_3260"	-0.0658634410866354	0.493021558265187	0.762750213506808	"CHD4"	"201182_s_at"	4280703	"1108_at"
"gene_11255"	0.058138954542619	0.493061359116479	0.762750213506808	"NGRN"	"217722_s_at"	3310494	"51335_at"
"gene_8879"	0.0819767502525332	0.493187449338932	0.762752780085952	"KIF25"	"207682_s_at"	3990292	"3834_at"
"gene_15454"	-0.116405923372251	0.4932013958773	0.762752780085952	"RUNX2"	"216994_s_at"	6420672	"860_at"
"gene_4658"	0.0932682919484267	0.493241976763242	0.762752780085952	"DKK1"	"204602_at"	2140192	"22943_at"
"gene_17809"	-0.093566729110737	0.493265716274027	0.762752780085952	"TCP1"	"208778_s_at"	1710332	"677812_at"
"gene_185"	0.116909509892875	0.493318999867369	0.762756814176029	"ACAT1"	"205412_at"	4210711	"38_at"
"gene_1780"	0.0861404756547796	0.493558035379905	0.763048022651842	"BAIAP2"	"205293_x_at"	2940370	"10458_at"
"gene_19929"	0.0530625421480571	0.493717673260076	0.763216434005409	"ZNF223"	"207128_s_at"	4760767	"7766_at"
"gene_2995"	0.111671446979991	0.493825022005911	0.763284179268966	"CDH6"	"214803_at"	5390072	"1004_at"
"gene_15640"	-0.116778857657139	0.493882161908628	0.763284179268966	"SCUBE3"	"217600_at"	430360	"222663_at"
"gene_13558"	-0.0636657637257591	0.493913626500115	0.763284179268966	"PPP3CC"	"32541_at"	130167	"5533_at"
"gene_2993"	0.128309080300499	0.494039091142089	0.763399692010134	"CDH6"	"205532_s_at"	5390072	"1004_at"
"gene_19846"	0.063485615432362	0.494251353844729	0.763642918628973	"ZMYM3"	"207559_s_at"	7650709	"9203_at"
"gene_14311"	0.0547164214454844	0.494297964137795	0.763642918628973	"RAB40B"	"204547_at"	1850187	"10966_at"
"gene_9502"	-0.0625006933536344	0.494388323070937	0.763704129604243	"LRRC41"	"201932_at"	50240	"10489_at"
"gene_14419"	-0.0994134221622022	0.494493866072183	0.763739917560699	"RAE1"	"211319_at"	4850138	"8480_at"
"gene_4357"	-0.0633511223919603	0.494512970804317	0.763739917560699	"DAP"	"201095_at"	3460201	"1611_at"
"gene_585"	-0.105511178858931	0.494632820961795	0.76377894416735	"AHI1"	"220841_s_at"	6560020	"54806_at"
"gene_11889"	-0.146754978408991	0.494639725467933	0.76377894416735	"OSBPL10"	"217017_at"	1240088	"114884_at"
"gene_4040"	-0.107781048985091	0.494962682130294	0.764018944975721	"CST6"	"206595_at"	3290274	"1474_at"
"gene_3619"	0.0622938186079218	0.494990676898122	0.764018944975721	"COBL"	"213050_at"	7210408	"23242_at"
"gene_15156"	0.0470041813966811	0.494990990450741	0.764018944975721	"RPL3"	"201217_x_at"	1500437	"116937_at"
"gene_12540"	0.0748521757634334	0.495007214533684	0.764018944975721	"PDGFB"	"216055_at"	2370441	"5155_at"
"gene_10121"	-0.080111905720913	0.49504894833565	0.764018944975721	"MCM3AP"	"215581_s_at"	5390131	"8888_at"
"gene_10962"	-0.0680827171478101	0.495151696835399	0.764026298662029	"NCOR1"	"200856_x_at"	5890259	"9611_at"
"gene_10344"	0.0512767970976704	0.495189479028113	0.764026298662029	"MKNK2"	"218205_s_at"	2320035	"2872_at"
"gene_15658"	0.0623402347939536	0.495205990549213	0.764026298662029	"SDF2L1"	"218681_s_at"	5670040	"23753_at"
"gene_1484"	-0.0545336502506455	0.495289444903252	0.764076737181894	"ATN1"	"211076_x_at"	1050754	"1822_at"
"gene_4166"	-0.0665828303858713	0.495365622874488	0.764115941330886	"CTTN"	"214074_s_at"	110192	"2017_at"
"gene_4804"	0.0535180395870593	0.495425945170183	0.764130682108985	"DNAL4"	"204008_at"	4010424	"10126_at"
"gene_9417"	-0.08924031633233	0.49554196195334	0.764231312635418	"LMO7"	"202674_s_at"	6350242	"4008_at"
"gene_9290"	0.135712089539772	0.495692459891945	0.764312045937131	"LGALS2"	"208450_at"	6480239	"3957_at"
"gene_14871"	-0.0473205829953922	0.495695867156409	0.764312045937131	"RHOT2"	"65770_at"	3870026	"89941_at"
"gene_1587"	-0.0496363928188384	0.495863380342071	0.764492020988308	"ATP5L"	"208745_at"	7210630	"10632_at"
"gene_8003"	-0.05379376475929	0.495946618192178	0.764542041891505	"IDH3G"	"202471_s_at"	5290725	"3421_at"
"gene_14717"	-0.0966354161363474	0.49602661868695	0.76454554687421	"RERE"	"221643_s_at"	1820767	"473_at"
"gene_16207"	0.0747661544179754	0.496050479057503	0.76454554687421	"SLC22A4"	"205896_at"	2710397	"6583_at"
"gene_904"	0.0732801666877978	0.4965003948287	0.765152596832868	"ANK2"	"202920_at"	6200468	"287_at"
"gene_8822"	-0.0615613979482127	0.496546011550854	0.765152596832868	"KIAA0100"	"201729_s_at"	4280379	"9703_at"
"gene_19747"	-0.147625495614112	0.496682373299094	0.765284377407919	"ZBTB7A"	"213299_at"	2450097	"51341_at"
"gene_18966"	-0.0890162406492336	0.496856843154407	0.765369795773323	"UBE2D4"	"221949_at"	1740187	"51619_at"
"gene_16745"	0.14899686799078	0.496880524272944	0.765369795773323	"SNX1"	"213364_s_at"	5670546	"6642_at"
"gene_8407"	-0.131418425728548	0.496932972322738	0.765369795773323	"IQCK"	"216135_at"	7050240	"124152_at"
"gene_10786"	0.0846984147719984	0.496941204763001	0.765369795773323	"MYL4"	"217274_x_at"	5960603	"4635_at"
"gene_873"	-0.0576338006122606	0.49713878105051	0.765543661067741	"ANAPC5"	"208722_s_at"	7380288	"51433_at"
"gene_3202"	-0.0572767853514162	0.497198094576954	0.765543661067741	"CEPT1"	"219375_at"	7380441	"10390_at"
"gene_18729"	-0.116949916448408	0.497296431101011	0.765543661067741	"TSC2"	"215624_at"	2120673	"7249_at"
"gene_8838"	0.0556736186948159	0.497381357791639	0.765543661067741	"KIAA0355"	"203288_at"	4590019	"9710_at"
"gene_1650"	-0.0566486062501693	0.497413295075584	0.765543661067741	"ATPIF1"	"218671_s_at"	6220615	"93974_at"
"gene_19327"	0.0912377795318645	0.497419100199484	0.765543661067741	"VENTX"	"207376_at"	5130180	"27287_at"
"gene_19940"	0.0725107659586222	0.497462532271043	0.765543661067741	"ZNF235"	"220350_at"	1450551	"9310_at"
"gene_642"	-0.0952863733495897	0.497466665038939	0.765543661067741	"AKAP11"	"203156_at"	3180341	"11215_at"
"gene_14938"	0.0822548836777913	0.497511831820664	0.765543661067741	"RNF128"	"219263_at"	4880300	"79589_at"
"gene_10905"	0.135960142138528	0.497617074296043	0.765627333364412	"NAV3"	"204823_at"	5550471	"89795_at"
"gene_9397"	-0.120793470722978	0.497758336616858	0.765766402571233	"LMAN2"	"215656_at"	60491	"10960_at"
"gene_18884"	-0.0511862536751729	0.49782732514992	0.765794266546407	"TWF2"	"202009_at"	5130228	"11344_at"
"gene_5390"	-0.0728379396553408	0.497887381992175	0.765799907160983	"ELOVL5"	"208788_at"	2690333	"647190_at"
"gene_11176"	0.0704079992711268	0.497957206421606	0.765799907160983	"NFE2L1"	"214179_s_at"	4200315	"4779_at"
"gene_9042"	0.0750973132018721	0.497983622860198	0.765799907160983	"KPNA4"	"213567_at"	6560377	"677767_at"
"gene_18510"	0.0825375155379056	0.49820817329279	0.766014610200502	"TRAF2"	"204413_at"	5290358	"7186_at"
"gene_11909"	-0.0476683839319748	0.498225022180634	0.766014610200502	"OSTF1"	"204479_at"	2070168	"26578_at"
"gene_9609"	0.0557610566837634	0.498576883165754	0.766356848404992	"LY9"	"215967_s_at"	450037	"4063_at"
"gene_11916"	-0.0370081616023848	0.498595407750157	0.766356848404992	"OTUB1"	"38710_at"	6480754	"55611_at"
"gene_14358"	-0.0690673481502861	0.498600359847867	0.766356848404992	"RABGGTB"	"209180_at"	7210390	"5876_at"
"gene_13249"	0.0683783435517253	0.49868526035711	0.766389342869922	"POFUT2"	"207449_s_at"	620300	"23275_at"
"gene_17280"	-0.0678283327681319	0.498763219907713	0.766389342869922	"STK17A"	"202693_s_at"	4760328	"9263_at"
"gene_18732"	0.0640568469255806	0.498774249452149	0.766389342869922	"TSC22D1"	"215111_s_at"	4590008	"8848_at"
"gene_7698"	0.103344251798548	0.499020897330469	0.766397483516299	"HOXB6"	"205366_s_at"	7000592	"3216_at"
"gene_9892"	0.111564987636972	0.499021024538031	0.766397483516299	"MAPK8IP3"	"216139_s_at"	6960274	"23162_at"
"gene_19843"	-0.0553214289830446	0.499030225613368	0.766397483516299	"ZMYM1"	"220206_at"	5890291	"79830_at"
"gene_19223"	-0.0780567052154418	0.499064116863246	0.766397483516299	"USP48"	"220078_at"	3190022	"84196_at"
"gene_4128"	0.0885100814192069	0.49908074764614	0.766397483516299	"CTNS"	"36566_at"	5390273	"1497_at"
"gene_15817"	-0.116475488349978	0.499085047397473	0.766397483516299	"SETD2"	"220946_s_at"	5910300	"29072_at"
"gene_13554"	-0.0547359211341819	0.499169538298768	0.76642831926907	"PPP3CB"	"202432_at"	2060747	"5532_at"
"gene_9841"	-0.0855683484108793	0.499206965327794	0.76642831926907	"MAP4"	"200835_s_at"	5860367	"4134_at"
"gene_12718"	0.0502635329608382	0.499410853726009	0.766607736919895	"PFDN2"	"218336_at"	5910347	"5202_at"
"gene_8243"	-0.0632263010302241	0.499425688827829	0.766607736919895	"IL22RA1"	"220056_at"	3940451	"58985_at"
"gene_1277"	-0.0683822723048945	0.49955686894242	0.766730905610411	"ARIH1"	"201879_at"	2120369	"25820_at"
"gene_5159"	-0.0542123172861281	0.499695723420109	0.766865826765853	"EEF1E1"	"213907_at"	5910349	"9521_at"
"gene_10385"	-0.0458363197941771	0.499846662560413	0.767019264436675	"MLX"	"217910_x_at"	5820021	"6945_at"
"gene_19939"	0.091235492823567	0.499953979998848	0.767067605397656	"ZNF235"	"210595_at"	1450551	"9310_at"
"gene_9831"	0.0614993897771427	0.499980087467207	0.767067605397656	"MAP4"	"33850_at"	5860367	"4134_at"
"gene_5794"	-0.111952768857468	0.500054097778935	0.767102963694306	"FAIM2"	"203619_s_at"	3890379	"23017_at"
"gene_16072"	-0.0568765153964355	0.500355033543821	0.767464796299845	"SKI"	"204270_at"	4220408	"6497_at"
"gene_19891"	0.0529409322821913	0.500391941993534	0.767464796299845	"ZNF174"	"205252_at"	1850039	"7727_at"
"gene_6757"	-0.0573308168824542	0.500482440462924	0.767525389082825	"GLTSCR2"	"217807_s_at"	3170092	"29997_at"
"gene_19467"	0.0613407643149524	0.500619587389485	0.767657500956248	"WDR37"	"211383_s_at"	1030563	"22884_at"
"gene_13122"	-0.070902362621911	0.500709639157218	0.767717376855908	"PLEK2"	"218644_at"	770309	"26499_at"
"gene_12373"	-0.0604948239167025	0.500865306684967	0.767782195142959	"PCNXL2"	"220461_at"	620010	"80003_at"
"gene_7459"	0.0748816514595796	0.500904067734072	0.767782195142959	"HEYL"	"220662_s_at"	3140717	"26508_at"
"gene_10178"	0.050837204310615	0.500918122509622	0.767782195142959	"MEA1"	"218061_at"	4220445	"4201_at"
"gene_18816"	-0.0919869151096488	0.500971413473422	0.767782195142959	"TTC22"	"220309_at"	3450431	"55001_at"
"gene_5449"	-0.0669792753227066	0.501006957261105	0.767782195142959	"ENPP4"	"204161_s_at"	2710731	"22875_at"
"gene_8520"	0.0757162472634561	0.501178639423252	0.767967105833125	"ITGB5"	"201124_at"	4850242	"3693_at"
"gene_10371"	0.066514790003511	0.501242833127408	0.767987288704576	"MLLT10"	"216509_x_at"	1850369	"8028_at"
"gene_9255"	0.106140700257505	0.501378042284012	0.768116263863507	"LEPR"	"211356_x_at"	5870682	"54741_at"
"gene_6920"	-0.0888850645474799	0.501481265303969	0.768123769082822	"GOLGA2"	"35436_at"	5390445	"2801_at"
"gene_14804"	-0.124842203099572	0.501485003904922	0.768123769082822	"RGS2"	"202388_at"	5690500	"5997_at"
"gene_7766"	-0.103314419228772	0.501567509840025	0.768171973759875	"HRASLS2"	"221122_at"	160270	"54979_at"
"gene_2673"	-0.0495256440887041	0.501681754155078	0.768200952645782	"CCND3"	"201700_at"	1510692	"896_at"
"gene_17068"	0.130908597881089	0.501708351886419	0.768200952645782	"SRGAP2"	"213329_at"	3460162	"23380_at"
"gene_16936"	-0.0621206350648282	0.501759100935087	0.768200952645782	"SPG21"	"217827_s_at"	4260195	"51324_at"
"gene_15941"	-0.0731555586760922	0.501818953297289	0.768200952645782	"SH3BP4"	"222258_s_at"	4210221	"23677_at"
"gene_495"	-0.132393447031094	0.501841613564043	0.768200952645782	"ADRA1D"	"210961_s_at"	2470195	"146_at"
"gene_8035"	0.110283180092353	0.501962913359259	0.768235907134411	"IDS"	"212223_at"	1410600	"3423_at"
"gene_19143"	0.0509139731014389	0.501966525821614	0.768235907134411	"USH1C"	"205137_x_at"	6560537	"10083_at"
"gene_463"	0.0757288815646798	0.502097259943736	0.768281960456755	"ADM"	"202912_at"	6650020	"133_at"
"gene_9594"	-0.0549425939592747	0.502098700837968	0.768281960456755	"LUC7L2"	"220099_s_at"	2710669	"51631_at"
"gene_1525"	-0.095995385702322	0.502165232512199	0.768305659663918	"ATP2A2"	"212361_s_at"	2690402	"488_at"
"gene_2080"	-0.0552622571165698	0.502238622126096	0.768339845537351	"BRE"	"212645_x_at"	7330360	"9577_at"
"gene_17264"	-0.082788398643292	0.502351316594385	0.768434148107589	"STC1"	"204597_x_at"	2230215	"6781_at"
"gene_6167"	-0.0822444897669442	0.50243990054243	0.768478439235599	"FNBP1"	"213940_s_at"	1190470	"23048_at"
"gene_525"	-0.0569362967597631	0.502482381009618	0.768478439235599	"AFG3L2"	"202486_at"	2490376	"10939_at"
"gene_19386"	-0.0543758783599898	0.502554801448473	0.76851111159224	"VPS41"	"210849_s_at"	1190768	"27072_at"
"gene_19303"	-0.0624639492920614	0.502700847492344	0.768656354780045	"VBP1"	"201472_at"	1070424	"7411_at"
"gene_10493"	-0.0982241193238093	0.502829785812746	0.768759303211791	"MPZ"	"210280_at"	6550537	"4359_at"
"gene_5312"	0.0863999555949785	0.502891764791453	0.768759303211791	"EIF5"	"208290_s_at"	6520681	"677811_at"
"gene_2386"	-0.0653426945298406	0.502921396407554	0.768759303211791	"CALML4"	"64408_s_at"	3840468	"91860_at"
"gene_4477"	0.0489246985849403	0.503019412516552	0.768831051705843	"DDX23"	"201440_at"	1990088	"9416_at"
"gene_11607"	-0.0422909513190946	0.503102262023075	0.768879606860729	"NT5C"	"219214_s_at"	7050075	"30833_at"
"gene_13709"	-0.0496735877419194	0.50318123377448	0.768891891015838	"PRMT2"	"221564_at"	7560072	"3275_at"
"gene_7645"	-0.0665726417487909	0.503244124789805	0.768891891015838	"HMGN4"	"209786_at"	2650519	"10473_at"
"gene_2343"	0.106685018615235	0.503263547056074	0.768891891015838	"CALCA"	"217561_at"	1400332	"796_at"
"gene_20088"	-0.0804126061978959	0.503349971340558	0.768945881317171	"ZNF747"	"206180_x_at"	4150435	"65988_at"
"gene_9219"	0.0471791234411313	0.503681362721908	0.769374048273814	"LDHA"	"200650_s_at"	1500762	"3939_at"
"gene_1164"	-0.0545799485174908	0.503862351799244	0.769499246956963	"AQR"	"212584_at"	3180047	"9716_at"
"gene_11534"	-0.0556562954572549	0.503865571220292	0.769499246956963	"NRBP1"	"217765_at"	4860259	"29959_at"
"gene_3803"	-0.0764824000297413	0.504028793858376	0.769670427630747	"CPA4"	"205832_at"	1820068	"51200_at"
"gene_12162"	0.0668719509864148	0.504091542474115	0.769682944377179	"PCBP2"	"213264_at"	1450246	"5094_at"
"gene_5847"	-0.0908214206994495	0.504174701174977	0.769682944377179	"FARP1"	"201910_at"	6200133	"10160_at"
"gene_8172"	0.0656810074409425	0.504195847012758	0.769682944377179	"IL12A"	"207160_at"	240091	"3592_at"
"gene_1817"	-0.0491806571870004	0.504241530328419	0.769682944377179	"BAZ1B"	"208445_s_at"	2750296	"9031_at"
"gene_19677"	0.0698416189470405	0.504320860235481	0.769725977313371	"YPEL5"	"217783_s_at"	730470	"51646_at"
"gene_8052"	-0.129779614876475	0.504506066756335	0.769930580636353	"IFI16"	"208965_s_at"	60482	"3428_at"
"gene_12689"	-0.119513076941982	0.504700732205644	0.770149576354354	"PEX11A"	"205161_s_at"	1070368	"8800_at"
"gene_10082"	-0.0671915810746886	0.504911293614083	0.770392781700879	"MBTPS2"	"206473_at"	6900066	"404281_at"
"gene_14078"	-0.0695389648359479	0.505126142179869	0.770642478419967	"PTPN14"	"205503_at"	1090180	"643454_at"
"gene_8041"	0.0897110436502735	0.505291052263994	0.770782502862963	"IDS"	"217432_s_at"	6520136	"3423_at"
"gene_19437"	-0.0807819465867319	0.505331609000646	0.770782502862963	"WBP5"	"217975_at"	5360059	"51186_at"
"gene_16712"	0.126146288667952	0.505371546688452	0.770782502862963	"SNRPN"	"216850_at"	6400072	"100033426_at"
"gene_16730"	-0.0702876856004678	0.50550146379411	0.770825303075007	"SNTB2"	"213814_s_at"	1240450	"6645_at"
"gene_6702"	0.0622747578711947	0.505502030737005	0.770825303075007	"GJB3"	"205490_x_at"	4570324	"2707_at"
"gene_12890"	0.0803472232585916	0.505573048064639	0.770832717746503	"PIGO"	"214990_at"	7330164	"84720_at"
"gene_13476"	0.110714426934075	0.505669527445988	0.770832717746503	"PPP1R16B"	"41577_at"	6040196	"26051_at"
"gene_18813"	-0.0547247011069921	0.505687319238525	0.770832717746503	"TTC19"	"217964_at"	2230379	"54902_at"
"gene_16480"	0.155524009626901	0.505711738489684	0.770832717746503	"SLCO1A2"	"211481_at"	4210300	"6579_at"
"gene_18890"	-0.0644579387047052	0.505986576178583	0.771159003509546	"TXN"	"216609_at"	4260048	"7295_at"
"gene_16696"	-0.100048200183249	0.506028267184679	0.771159003509546	"SNRPN"	"216850_at"	6400072	"6638_at"
"gene_1026"	-0.0502317081862106	0.506170930670092	0.77129832440233	"AP2S1"	"208074_s_at"	2510086	"1175_at"
"gene_3789"	-0.0505438265986469	0.50670626666743	0.772035907063281	"COX6B1"	"201441_at"	50039	"1340_at"
"gene_15472"	-0.0643225407272665	0.506790073322156	0.772048302307987	"RYBP"	"201845_s_at"	990750	"23429_at"
"gene_18918"	-0.0633128692552776	0.506869886033935	0.772048302307987	"TYW1"	"218347_at"	1940414	"55253_at"
"gene_15769"	0.0645243664412354	0.50690814854698	0.772048302307987	"SERINC3"	"221472_at"	6580601	"10955_at"
"gene_4234"	-0.0847383938456078	0.506938988145345	0.772048302307987	"CYB5B"	"201633_s_at"	3870427	"80777_at"
"gene_14109"	0.0511946717383572	0.507018589083898	0.772048302307987	"PTPRA"	"213795_s_at"	6200543	"64601_at"
"gene_1781"	0.0833231520881132	0.507022154418978	0.772048302307987	"BAIAP2"	"205293_x_at"	6250392	"10458_at"
"gene_18412"	-0.055063551652586	0.50744256684851	0.772534569640119	"TOP3A"	"214299_at"	3930035	"7156_at"
"gene_8358"	-0.0660481023051452	0.507444146294968	0.772534569640119	"INPP5A"	"203006_at"	360053	"3632_at"
"gene_18478"	-0.0701912848581702	0.507598902010659	0.772554152964114	"TPP1"	"214195_at"	510487	"1200_at"
"gene_9584"	-0.128205132540836	0.507610768199243	0.772554152964114	"LTBP4"	"213176_s_at"	5700224	"8425_at"
"gene_17067"	-0.058454257798588	0.507612016449444	0.772554152964114	"SRF"	"202401_s_at"	3120184	"6722_at"
"gene_15158"	0.0941582951865654	0.50766231244805	0.772554152964114	"RPL30"	"200062_s_at"	3190193	"26775_at"
"gene_16261"	-0.087158182987227	0.50782549132792	0.772724352554372	"SLC25A4"	"214821_at"	7150132	"291_at"
"gene_15768"	0.0613176595412353	0.508027555836649	0.772953681436697	"SERINC3"	"221472_at"	6250091	"10955_at"
"gene_11075"	-0.0938727908734411	0.508151717909704	0.77301627445091	"NEDD9"	"202149_at"	1660397	"4739_at"
"gene_9755"	-0.101919318548636	0.508277657893757	0.77301627445091	"MAN1A2"	"214242_at"	2810092	"10905_at"
"gene_6840"	-0.0686373805898838	0.50830594902205	0.77301627445091	"GNAS"	"211858_x_at"	2060477	"2778_at"
"gene_4683"	-0.104403858008336	0.50832427953827	0.77301627445091	"DLG4"	"210684_s_at"	6370452	"1742_at"
"gene_2994"	-0.0882384135593475	0.508325477312989	0.77301627445091	"CDH6"	"210601_at"	5390072	"1004_at"
"gene_19898"	0.0755584045104061	0.508491567596101	0.773140951582348	"ZNF177"	"207417_s_at"	3990433	"7730_at"
"gene_13231"	-0.0812878136038717	0.508510192709623	0.773140951582348	"PNPLA4"	"209740_s_at"	5260253	"8228_at"
"gene_18636"	0.0717686074887994	0.508651290578697	0.773277368527477	"TRIM46"	"220909_at"	1170424	"80128_at"
"gene_16868"	-0.0878509431836693	0.508815782980024	0.77344931987632	"SOX4"	"201417_at"	830725	"6659_at"
"gene_2551"	0.100311708585976	0.509367115833782	0.774169052301158	"CAT"	"211922_s_at"	6580397	"847_at"
"gene_15253"	0.0682782741076893	0.509392126892816	0.774169052301158	"RPS3"	"208692_at"	2690487	"114599_at"
"gene_16106"	0.0879188309023676	0.509452940568227	0.774183307565164	"SLC11A2"	"203123_s_at"	3610128	"4891_at"
"gene_15413"	-0.113653016282521	0.509589456479247	0.774312588221847	"RUNX1"	"208129_x_at"	460341	"80215_at"
"gene_5523"	0.10808186336302	0.50968719749055	0.774382930920335	"EPM2A"	"210870_s_at"	10289	"7957_at"
"gene_18191"	-0.0448592304578832	0.509803320255741	0.77441059902552	"TMEM11"	"203437_at"	2640224	"8834_at"
"gene_2746"	-0.0690691630561867	0.509808306254576	0.77441059902552	"CD1A"	"210325_at"	4280220	"909_at"
"gene_11167"	-0.103914703737932	0.50992286201337	0.774506449952094	"NFATC3"	"210556_at"	5870753	"4775_at"
"gene_11397"	0.105642446514736	0.510112748226364	0.774658556384439	"NPAS1"	"206699_x_at"	7150437	"4861_at"
"gene_13919"	-0.0543207335105482	0.510165835132611	0.774658556384439	"PSPC1"	"218371_s_at"	4290537	"55269_at"
"gene_14681"	-0.0821058354158195	0.510255694964787	0.774658556384439	"RECQL5"	"34063_at"	2190075	"9400_at"
"gene_15451"	-0.0766121700361786	0.510274032600685	0.774658556384439	"RUNX2"	"221283_at"	6420672	"860_at"
"gene_8733"	0.110603606233861	0.510280333945769	0.774658556384439	"KCNMA1"	"221584_s_at"	2900221	"3778_at"
"gene_703"	0.0564622266717633	0.510425140350705	0.774800243299598	"AKR1A1"	"201900_s_at"	1300768	"10327_at"
"gene_16700"	0.118927573459838	0.510574173241364	0.774913713006593	"SNRPN"	"216850_at"	6400072	"100033806_at"
"gene_4352"	0.0499108820996406	0.510639088452744	0.774913713006593	"DALRD3"	"221934_s_at"	5390703	"55152_at"
"gene_16516"	-0.0625620761570669	0.510654564578757	0.774913713006593	"SLTM"	"217828_at"	1050025	"79811_at"
"gene_2422"	0.0383920325525442	0.510705822018696	0.774913713006593	"CAMKK2"	"212252_at"	5860020	"10645_at"
"gene_18616"	-0.0884461828790743	0.510858234811678	0.7750546671951	"TRIM33"	"212436_at"	3060546	"51592_at"
"gene_621"	-0.067806287415178	0.510901701296159	0.7750546671951	"AK2"	"212174_at"	4880088	"204_at"
"gene_2418"	-0.0717999531685601	0.511030301396732	0.775117948443109	"CAMK2G"	"214322_at"	5090433	"818_at"
"gene_8525"	-0.1233336193622	0.511046407145191	0.775117948443109	"ITGB5"	"214021_x_at"	5890692	"3693_at"
"gene_15662"	-0.08009232614732	0.511147598443171	0.775162993110889	"SDF4"	"221972_s_at"	6900504	"51150_at"
"gene_11230"	-0.0935022210090766	0.511270646203315	0.775162993110889	"NFYA"	"215720_s_at"	2750129	"221442_at"
"gene_14834"	0.0640399779970041	0.511315130119121	0.775162993110889	"RHBDL1"	"207383_s_at"	3130059	"9028_at"
"gene_7820"	-0.0537775031137816	0.511381756118849	0.775162993110889	"HSF2BP"	"207020_at"	4860315	"11077_at"
